0,1,2,3
0.0,0.0,205.97999572753903,82.9229965209961
0.0,0.0,205.9730529785156,83.9627227783203
0.0,0.0,205.95225524902344,84.9993667602539
0.0,0.0,205.9176788330078,86.03285217285155
0.0,0.0,205.86943054199216,87.0631103515625
0.0,0.0,205.80758666992188,88.09005737304686
0.0,0.0,205.73220825195312,89.1136245727539
0.0,0.0,205.6433868408203,90.13373565673827
0.0,0.0,205.5412139892578,91.15031433105469
0.0,0.0,205.4257659912109,92.1632843017578
0.0,0.0,205.297119140625,93.17257690429688
0.0,0.0,205.15534973144528,94.17810821533203
0.0,0.0,205.00054931640625,95.17980194091795
0.0,0.0,204.83280944824216,96.17759704589844
0.0,0.0,204.65219116210935,97.17140197753906
0.0,0.0,204.45877075195312,98.16114807128906
0.0,0.0,204.25265502929688,99.14675903320312
0.0,0.0,204.03392028808597,100.12816619873045
0.0,0.0,203.80262756347656,101.10528564453124
0.0,0.0,203.55886840820312,102.07804870605467
0.0,0.0,203.302734375,103.04637145996092
0.0,0.0,203.03430175781247,104.0101852416992
0.0,0.0,202.75363159179688,104.9694137573242
0.0,0.0,202.4608459472656,105.92398071289062
0.0,0.0,202.15599060058597,106.87381744384764
0.0,0.0,201.83915710449216,107.81883239746092
0.0,0.0,201.51043701171875,108.75897216796876
0.0,0.0,201.1699066162109,109.69414520263672
0.0,0.0,200.8176422119141,110.62427520751952
0.0,0.0,200.45372009277344,111.54930114746092
0.0,0.0,200.07824707031247,112.46913909912108
0.0,0.0,199.69126892089844,113.38371276855467
0.0,0.0,199.2928924560547,114.2929458618164
0.0,0.0,198.88319396972656,115.19676971435545
0.0,0.0,198.46224975585935,116.09510040283205
0.0,0.0,198.03013610839844,116.98786926269533
0.0,0.0,197.58694458007807,117.875
0.0,0.0,197.1327667236328,118.75641632080078
0.0,0.0,196.66766357421875,119.63204193115234
0.0,0.0,196.1917266845703,120.50180053710936
0.0,0.0,195.7050323486328,121.36562347412108
0.0,0.0,195.2076568603516,122.22343444824217
0.0,0.0,194.69970703125,123.0751495361328
0.0,0.0,194.18122863769528,123.92070007324217
0.0,0.0,193.65234375,124.760009765625
0.0,0.0,193.11308288574216,125.59300231933592
0.0,0.0,192.56358337402344,126.41960144042967
0.0,0.0,192.00387573242188,127.23973846435545
0.0,0.0,191.43408203125,128.05332946777344
0.0,0.0,190.8542633056641,128.8603057861328
0.0,0.0,190.26449584960935,129.66058349609375
0.0,0.0,189.6648712158203,130.4541015625
0.0,0.0,189.05546569824216,131.2407684326172
0.0,0.0,188.43637084960935,132.02052307128906
0.0,0.0,187.8076629638672,132.7932891845703
0.0,0.0,187.1694183349609,133.55897521972656
0.0,0.0,186.52171325683597,134.31752014160156
0.0,0.0,185.8646545410156,135.06884765625
0.0,0.0,185.1982879638672,135.81288146972656
0.0,0.0,184.5227203369141,136.5495452880859
0.0,0.0,183.8380279541016,137.2787628173828
0.0,0.0,183.144287109375,138.0004730224609
0.0,0.0,182.44158935546875,138.71456909179688
0.0,0.0,181.72999572753903,139.42100524902344
0.0,0.0,181.04835510253903,140.0825653076172
0.0,0.0,180.35890197753903,140.73712158203125
0.0,0.0,179.6616973876953,141.3845977783203
0.0,0.0,178.95681762695312,142.02496337890625
0.0,0.0,178.24432373046875,142.65811157226562
0.0,0.0,177.5242919921875,143.2840118408203
0.0,0.0,176.7967987060547,143.902587890625
0.0,0.0,176.0618896484375,144.51377868652344
0.0,0.0,175.3196563720703,145.11752319335935
0.0,0.0,174.5701446533203,145.7137451171875
0.0,0.0,173.81344604492188,146.30238342285156
0.0,0.0,173.0496368408203,146.8833770751953
0.0,0.0,172.27874755859375,147.45668029785156
0.0,0.0,171.50088500976562,148.0222015380859
0.0,0.0,170.71609497070312,148.57989501953125
0.0,0.0,169.92445373535156,149.1296844482422
0.0,0.0,169.12603759765625,149.67152404785156
0.0,0.0,168.32090759277344,150.205322265625
0.0,0.0,167.50914001464844,150.73104858398435
0.0,0.0,166.69078063964844,151.2486114501953
0.0,0.0,165.86593627929688,151.75796508789062
0.0,0.0,165.03463745117188,152.259033203125
0.0,0.0,164.19699096679688,152.7517547607422
0.0,0.0,163.35304260253906,153.2360687255859
0.0,0.0,162.5028533935547,153.7119140625
0.0,0.0,161.64651489257812,154.17922973632812
0.0,0.0,160.78408813476562,154.637939453125
0.0,0.0,159.91563415527344,155.08799743652344
0.0,0.0,159.04122924804688,155.52931213378906
0.0,0.0,158.1609344482422,155.96185302734375
0.0,0.0,157.2748260498047,156.38552856445312
0.0,0.0,156.3829803466797,156.80029296875
0.0,0.0,155.48544311523435,157.20606994628906
0.0,0.0,154.5823211669922,157.60279846191406
0.0,0.0,153.67364501953125,157.99041748046875
0.0,0.0,152.7595062255859,158.3688812255859
0.0,0.0,151.83995056152344,158.7380828857422
0.0,0.0,150.9150848388672,159.09800720214844
0.0,0.0,149.9849395751953,159.44854736328125
0.0,0.0,149.04962158203125,159.7896728515625
0.0,0.0,148.10916137695312,160.12130737304688
0.0,0.0,147.1636505126953,160.44337463378906
0.0,0.0,146.21315002441406,160.7558441162109
0.0,0.0,145.2577362060547,161.05860900878906
0.0,0.0,144.2974853515625,161.3516387939453
0.0,0.0,143.3324432373047,161.63485717773435
0.0,0.0,142.36268615722656,161.9081878662109
0.0,0.0,141.38829040527344,162.1715850830078
0.0,0.0,140.40933227539062,162.42498779296875
0.0,0.0,139.4258575439453,162.6683349609375
0.0,0.0,138.43795776367188,162.9015350341797
0.0,0.0,137.44569396972656,163.12454223632812
0.0,0.0,136.44912719726562,163.33729553222656
0.0,0.0,135.44834899902344,163.53973388671875
0.0,0.0,134.44338989257812,163.73178100585935
0.0,0.0,133.43435668945312,163.91339111328125
0.0,0.0,132.4213104248047,164.08447265625
0.0,0.0,131.404296875,164.2449951171875
0.0,0.0,130.38340759277344,164.39486694335935
0.0,0.0,129.35870361328125,164.53402709960935
0.0,0.0,128.33026123046875,164.6624298095703
0.0,0.0,127.29813385009764,164.7800140380859
0.0,0.0,126.26241302490234,164.88668823242188
0.0,0.0,125.22314453125,164.9824066162109
0.0,0.0,124.18041229248045,165.06710815429688
0.0,0.0,123.13428497314452,165.14071655273435
0.0,0.0,122.08482360839844,165.2031707763672
0.0,0.0,121.0321044921875,165.25442504882812
0.0,0.0,119.9761962890625,165.2943878173828
0.0,0.0,118.91716003417967,165.32301330566406
0.0,0.0,117.85507202148436,165.34024047851562
0.0,0.0,116.79000091552734,165.3459930419922
0.0,0.0,115.7122573852539,165.34010314941406
0.0,0.0,114.6375732421875,165.32247924804688
0.0,0.0,113.5660171508789,165.2931671142578
0.0,0.0,112.49766540527344,165.2522430419922
0.0,0.0,111.4325942993164,165.1997833251953
0.0,0.0,110.37085723876952,165.13584899902344
0.0,0.0,109.31254577636717,165.0605010986328
0.0,0.0,108.25772094726562,164.97381591796875
0.0,0.0,107.20645141601562,164.87583923339844
0.0,0.0,106.1588134765625,164.7666473388672
0.0,0.0,105.11488342285156,164.6463165283203
0.0,0.0,104.07472229003906,164.51490783691406
0.0,0.0,103.03840637207033,164.3724822998047
0.0,0.0,102.00601196289062,164.21910095214844
0.0,0.0,100.97760009765624,164.05482482910156
0.0,0.0,99.9532470703125,163.87974548339844
0.0,0.0,98.93302917480467,163.69390869140625
0.0,0.0,97.9170150756836,163.4973907470703
0.0,0.0,96.90526580810547,163.29025268554688
0.0,0.0,95.89787292480467,163.0725555419922
0.0,0.0,94.89488983154298,162.84437561035156
0.0,0.0,93.89639282226561,162.60577392578125
0.0,0.0,92.90245819091795,162.3568115234375
0.0,0.0,91.91315460205078,162.09756469726562
0.0,0.0,90.92855072021484,161.8280792236328
0.0,0.0,89.94872283935545,161.54844665527344
0.0,0.0,88.97373962402342,161.25872802734375
0.0,0.0,88.00367736816406,160.9589691162109
0.0,0.0,87.03859710693358,160.6492462158203
0.0,0.0,86.07857513427734,160.3296356201172
0.0,0.0,85.12368774414062,160.0001983642578
0.0,0.0,84.1740036010742,159.66099548339844
0.0,0.0,83.24781036376953,159.31895446777344
0.0,0.0,82.32675170898438,158.96763610839844
0.0,0.0,81.41090393066406,158.6071319580078
0.0,0.0,80.50033569335938,158.23748779296875
0.0,0.0,79.59510040283203,157.8587646484375
0.0,0.0,78.69527435302734,157.47103881835935
0.0,0.0,77.8009262084961,157.07437133789062
0.0,0.0,76.91211700439453,156.66880798339844
0.0,0.0,76.02892303466797,156.2544403076172
0.0,0.0,75.15139770507811,155.831298828125
0.0,0.0,74.27962493896483,155.3994598388672
0.0,0.0,73.41366577148438,154.958984375
0.0,0.0,72.5535888671875,154.5099334716797
0.0,0.0,71.69945526123047,154.0523681640625
0.0,0.0,70.8513412475586,153.58636474609375
0.0,0.0,70.00930786132812,153.11196899414062
0.0,0.0,69.17342376708984,152.62924194335935
0.0,0.0,68.34375762939453,152.1382598876953
0.0,0.0,67.52037048339844,151.6390838623047
0.0,0.0,66.7033462524414,151.1317596435547
0.0,0.0,65.89273834228516,150.61636352539062
0.0,0.0,65.08861541748047,150.09295654296875
0.0,0.0,64.29104614257812,149.5615997314453
0.0,0.0,63.500102996826165,149.02235412597656
0.0,0.0,62.71584701538086,148.47528076171875
0.0,0.0,61.93835067749024,147.9204559326172
0.0,0.0,61.167678833007805,147.35791015625
0.0,0.0,60.403900146484375,146.78773498535156
0.0,0.0,59.64707946777344,146.20999145507812
0.0,0.0,58.897285461425774,145.62472534179688
0.0,0.0,58.15458679199219,145.03201293945312
0.0,0.0,57.419048309326165,144.43190002441406
0.0,0.0,56.690742492675774,143.824462890625
0.0,0.0,55.96973037719727,143.2097625732422
0.0,0.0,55.25608444213867,142.58786010742188
0.0,0.0,54.54986953735352,141.95883178710935
0.0,0.0,53.85115432739258,141.3227081298828
0.0,0.0,53.16000747680664,140.67958068847656
0.0,0.0,52.47649383544922,140.02947998046875
0.0,0.0,51.800678253173835,139.3725128173828
0.0,0.0,51.132637023925774,138.7086944580078
0.0,0.0,50.47243118286133,138.0381317138672
0.0,0.0,49.820125579833984,137.36085510253906
0.0,0.0,49.175796508789055,136.6769256591797
0.0,0.0,48.539505004882805,135.98643493652344
0.0,0.0,47.91131591796875,135.28941345214844
0.0,0.0,47.29130554199219,134.58595275878906
0.0,0.0,46.679534912109375,133.87608337402344
0.0,0.0,46.07607269287109,133.1598968505859
0.0,0.0,45.480987548828125,132.43743896484375
0.0,0.0,44.894344329833984,131.70877075195312
0.0,0.0,44.31621551513672,130.97396850585935
0.0,0.0,43.74666213989258,130.2330780029297
0.0,0.0,43.18575668334961,129.48617553710935
0.0,0.0,42.63356399536133,128.73330688476562
0.0,0.0,42.09015274047852,127.97455596923828
0.0,0.0,41.55559158325195,127.20996856689452
0.0,0.0,41.02994155883789,126.43961334228516
0.0,0.0,40.51327896118164,125.6635513305664
0.0,0.0,40.005664825439446,124.88184356689452
0.0,0.0,39.507171630859375,124.09455108642578
0.0,0.0,39.017860412597656,123.30174255371092
0.0,0.0,38.53780746459961,122.50347900390624
0.0,0.0,38.06707000732422,121.69981384277344
0.0,0.0,37.6057243347168,120.8908233642578
0.0,0.0,37.153831481933594,120.07655334472656
0.0,0.0,36.711463928222656,119.257080078125
0.0,0.0,36.27868652343751,118.43246459960936
0.0,0.0,35.85556411743164,117.6027603149414
0.0,0.0,35.442169189453125,116.76803588867188
0.0,0.0,35.03856658935547,115.92835235595705
0.0,0.0,34.64482498168945,115.08377838134764
0.0,0.0,34.26101303100586,114.23436737060545
0.0,0.0,33.8871955871582,113.38018035888672
0.0,0.0,33.5234375,112.52128601074217
0.0,0.0,33.1698112487793,111.65774536132812
0.0,0.0,32.826385498046875,110.78961944580078
0.0,0.0,32.493221282958984,109.9169692993164
0.0,0.0,32.17039108276367,109.03986358642578
0.0,0.0,31.857959747314453,108.15835571289062
0.0,0.0,31.55599594116211,107.27251434326172
0.0,0.0,31.26456642150879,106.38239288330078
0.0,0.0,30.983741760253903,105.48806762695312
0.0,0.0,30.713584899902344,104.58959197998045
0.0,0.0,30.454166412353516,103.6870346069336
0.0,0.0,30.205551147460938,102.7804489135742
0.0,0.0,29.967809677124023,101.86990356445312
0.0,0.0,29.74100685119629,100.95545196533205
0.0,0.0,29.525211334228516,100.03717041015624
0.0,0.0,29.320489883422848,99.1151123046875
0.0,0.0,29.12691116333008,98.18933868408205
0.0,0.0,28.94454002380371,97.25992584228516
0.0,0.0,28.773447036743164,96.32691192626952
0.0,0.0,28.613698959350582,95.39038085937501
0.0,0.0,28.465362548828125,94.45038604736328
0.0,0.0,28.32850646972656,93.50698852539062
0.0,0.0,28.20319557189941,92.56024932861328
0.0,0.0,28.08949851989746,91.61024475097656
0.0,0.0,27.987483978271484,90.65701293945312
0.0,0.0,27.897218704223633,89.70063781738281
0.0,0.0,27.81876945495605,88.74117279052734
0.0,0.0,27.752204895019528,87.77867889404298
0.0,0.0,27.697589874267575,86.81322479248048
0.0,0.0,27.65499496459961,85.84486389160156
0.0,0.0,27.624486923217773,84.87366485595702
0.0,0.0,27.606132507324215,83.89968872070312
0.0,0.0,27.600000381469727,82.9229965209961
0.0,0.0,27.606674194335938,81.90422058105469
0.0,0.0,27.626642227172848,80.88838958740233
0.0,0.0,27.65983009338379,79.87559509277342
0.0,0.0,27.70616149902344,78.86589050292967
0.0,0.0,27.765558242797848,77.85935974121092
0.0,0.0,27.83794403076172,76.85607147216797
0.0,0.0,27.923242568969727,75.85608673095702
0.0,0.0,28.02137756347656,74.85948944091795
0.0,0.0,28.132272720336918,73.86634063720702
0.0,0.0,28.255849838256836,72.87671661376953
0.0,0.0,28.39203453063965,71.89067840576172
0.0,0.0,28.540748596191406,70.90830993652344
0.0,0.0,28.7019157409668,69.92967987060547
0.0,0.0,28.87546157836914,68.9548568725586
0.0,0.0,29.061305999755856,67.98390197753906
0.0,0.0,29.259374618530277,67.01689910888672
0.0,0.0,29.46958923339844,66.05391693115233
0.0,0.0,29.691875457763672,65.09501647949219
0.0,0.0,29.926156997680664,64.1402816772461
0.0,0.0,30.172353744506836,63.18977355957031
0.0,0.0,30.43039321899414,62.24356842041016
0.0,0.0,30.7001953125,61.30173873901367
0.0,0.0,30.98168563842773,60.36434555053711
0.0,0.0,31.27478790283203,59.43146896362305
0.0,0.0,31.579423904418945,58.503177642822266
0.0,0.0,31.895517349243164,57.57954025268555
0.0,0.0,32.222991943359375,56.66062927246094
0.0,0.0,32.561771392822266,55.74651336669922
0.0,0.0,32.91178131103516,54.83726501464844
0.0,0.0,33.27294158935547,53.93295669555664
0.0,0.0,33.64517974853516,53.03365707397461
0.0,0.0,34.028411865234375,52.139434814453125
0.0,0.0,34.422569274902344,51.25036621093751
0.0,0.0,34.827571868896484,50.36651611328125
0.0,0.0,35.24333953857422,49.48796081542969
0.0,0.0,35.669803619384766,48.61476516723633
0.0,0.0,36.10688400268555,47.74700546264648
0.0,0.0,36.554500579833984,46.88475036621094
0.0,0.0,37.01258087158203,46.02806854248047
0.0,0.0,37.481048583984375,45.177032470703125
0.0,0.0,37.95982360839844,44.33171463012695
0.0,0.0,38.448829650878906,43.492183685302734
0.0,0.0,38.947998046875,42.65851211547852
0.0,0.0,39.45724105834961,41.83076858520508
0.0,0.0,39.97649002075195,41.00902557373047
0.0,0.0,40.505664825439446,40.19335174560546
0.0,0.0,41.0446891784668,39.383819580078125
0.0,0.0,41.59348678588867,38.58050155639648
0.0,0.0,42.151981353759766,37.78346252441406
0.0,0.0,42.720096588134766,36.992778778076165
0.0,0.0,43.29775619506836,36.208518981933594
0.0,0.0,43.884883880615234,35.430755615234375
0.0,0.0,44.481399536132805,34.65956115722656
0.0,0.0,45.08723068237305,33.894996643066406
0.0,0.0,45.70230102539063,33.13714599609375
0.0,0.0,46.32653045654297,32.386070251464844
0.0,0.0,46.959842681884766,31.641843795776367
0.0,0.0,47.60216522216797,30.90453720092773
0.0,0.0,48.25341796875,30.17422103881836
0.0,0.0,48.91352462768555,29.45096778869629
0.0,0.0,49.58241271972656,28.734846115112305
0.0,0.0,50.2599983215332,28.02592658996582
0.0,0.0,50.94621276855469,27.32428169250488
0.0,0.0,51.640972137451165,26.629980087280277
0.0,0.0,52.34420394897461,25.94309425354004
0.0,0.0,53.05583190917969,25.263694763183597
0.0,0.0,53.775775909423835,24.59185218811035
0.0,0.0,54.50396728515625,23.927637100219727
0.0,0.0,55.24031829833984,23.27112007141113
0.0,0.0,55.98476409912109,22.622371673583984
0.0,0.0,56.73721694946289,21.981464385986328
0.0,0.0,57.497608184814446,21.348466873168945
0.0,0.0,58.2658576965332,20.72345161437988
0.0,0.0,59.04189300537109,20.10648727416992
0.0,0.0,59.82563018798828,19.49764633178711
0.0,0.0,60.617000579833984,18.896999359130856
0.0,0.0,61.38724899291992,18.32570075988769
0.0,0.0,62.16445159912109,17.762147903442383
0.0,0.0,62.94853973388672,17.206403732299805
0.0,0.0,63.73944091796875,16.658531188964844
0.0,0.0,64.53709411621094,16.118593215942383
0.0,0.0,65.34142303466797,15.586654663085936
0.0,0.0,66.15235900878906,15.062779426574709
0.0,0.0,66.96984100341797,14.547029495239256
0.0,0.0,67.79379272460938,14.039469718933104
0.0,0.0,68.6241455078125,13.540162086486816
0.0,0.0,69.4608383178711,13.049171447753906
0.0,0.0,70.30380249023438,12.56655979156494
0.0,0.0,71.1529541015625,12.092391967773436
0.0,0.0,72.00824737548828,11.626730918884276
0.0,0.0,72.86959075927734,11.16964054107666
0.0,0.0,73.7369384765625,10.721183776855469
0.0,0.0,74.61019897460938,10.281423568725584
0.0,0.0,75.48931884765625,9.850424766540527
0.0,0.0,76.37422943115233,9.428250312805176
0.0,0.0,77.26485443115233,9.014963150024414
0.0,0.0,78.16112518310547,8.610627174377441
0.0,0.0,79.06298065185545,8.215305328369139
0.0,0.0,79.97035217285155,7.829061985015869
0.0,0.0,80.88316345214844,7.451960086822509
0.0,0.0,81.80134582519531,7.084063053131104
0.0,0.0,82.72483825683594,6.72543478012085
0.0,0.0,83.65357208251953,6.376138210296631
0.0,0.0,84.58747100830078,6.0362372398376465
0.0,0.0,85.52646636962889,5.705794811248779
0.0,0.0,86.47049713134764,5.3848748207092285
0.0,0.0,87.41949462890625,5.0735411643981925
0.0,0.0,88.37338256835938,4.771856307983398
0.0,0.0,89.33209991455078,4.479884147644042
0.0,0.0,90.29557800292967,4.197688579559326
0.0,0.0,91.26374053955078,3.9253327846527095
0.0,0.0,92.23651885986328,3.662879943847656
0.0,0.0,93.21385192871091,3.410393953323364
0.0,0.0,94.19567108154298,3.167937994003296
0.0,0.0,95.18190002441406,2.9355757236480713
0.0,0.0,96.17247772216797,2.7133703231811523
0.0,0.0,97.1673355102539,2.5013856887817383
0.0,0.0,98.16639709472656,2.299685001373291
0.0,0.0,99.16960144042967,2.10833191871643
0.0,0.0,100.1768798828125,1.9273896217346191
0.0,0.0,101.18815612792967,1.756921887397766
0.0,0.0,102.203369140625,1.596992015838623
0.0,0.0,103.22244262695312,1.4476635456085205
0.0,0.0,104.24532318115234,1.309000015258789
0.0,0.0,105.27191925048828,1.18106472492218
